Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,AMZN,MSFT,AAPL,AMZN,MSFT,AAPL,AMZN,MSFT,AAPL,AMZN,MSFT,AAPL,AMZN,MSFT
Date,,,,,,,,,,,,,,,
2020-01-02,72.53849029541016,94.90049743652344,153.04229736328125,72.59886859474537,94.90049743652344,153.14710838701015,71.29228131268351,93.2074966430664,150.86034091881393,71.54586722173228,93.75,151.2891080017366,135480400,80580000,22622100
2020-01-03,71.83329010009766,93.74849700927734,151.1366424560547,72.59405542623057,94.30999755859375,152.40389764073367,71.60868452797844,93.2249984741211,150.60306438648712,71.76566667933918,93.2249984741211,150.8508074465806,146322800,75288000,21116200
2020-01-06,72.40567016601562,95.14399719238281,151.52732849121094,72.4443131708714,95.18450164794922,151.59403303057528,70.70300468370534,93.0,149.1262122356397,70.95418053006813,93.0,149.66932792275708,118387200,81236000,20813700
2020-01-07,72.0651626586914,95.34300231933594,150.1457061767578,72.67135607636844,95.69450378417969,152.13710084875345,71.84538465436648,94.60199737548828,149.89797766820752,72.41535254834196,95.2249984741211,151.8036218417332,108872000,80898000,21634100
2020-01-08,73.22441101074219,94.59850311279297,152.53732299804688,73.52630260685811,95.55000305175781,153.21383324803998,71.76808624589498,94.3219985961914,150.498283797712,71.76808624589498,94.9020004272461,151.43204560824276,132079200,70160000,27746500
2020-01-09,74.77974700927734,95.05249786376953,154.4429473876953,74.97295465655091,95.89099884033203,154.56681892653168,73.95135835025293,94.79000091552734,153.4329581787887,74.20252681762871,95.49449920654297,154.20474183695646,170108400,63346000,21385000
2020-01-10,74.94881439208984,94.15799713134766,153.72833251953125,75.51396196419593,95.34700012207031,155.51964293432806,74.44647000292952,94.0,153.57587747595,75.01402769601006,95.26850128173828,155.1385198642881,140644800,57074000,20725900
2020-01-13,76.55004119873047,94.56500244140625,155.57681274414062,76.57661149006776,94.9000015258789,155.605396247963,75.1468497409281,94.04000091552734,153.652107766259,75.26519625077637,94.56549835205078,154.12851888184957,121532000,55616000,21626500
2020-01-14,75.51636505126953,93.47200012207031,154.48106384277344,76.6973684411486,94.35549926757812,155.88171360275174,75.39319829942681,92.92749786376953,154.09040326179172,76.48725308231118,94.29399871826172,155.68161454893516,161954400,68818000,23477400
2020-01-15,75.1927490234375,93.10099792480469,155.4815216064453,76.19744522367158,93.94300079345703,156.20567579261396,74.7604381579808,92.75450134277344,154.9003140143662,75.3159231634684,93.61250305175781,154.94794349384517,121923600,57932000,21417900
2020-01-16,76.1346435546875,93.89700317382812,158.3304901123047,76.24574496948411,94.27950286865234,158.3971946563087,75.3738782015038,93.3010025024414,156.2914508396522,75.73614811924845,94.14949798583984,156.5963609741012,108829200,53190000,23865400
2020-01-17,76.97752380371094,93.23600006103516,159.21661376953125,76.97993392443253,94.33200073242188,159.56915337167442,76.07667669301796,92.86250305175781,157.62538771805643,76.38339587903954,94.29450225830078,159.52150934840557,137816400,79946000,34371700
2020-01-21,76.45585632324219,94.5999984741211,158.64488220214844,77.04755940221253,94.7135009765625,160.255153903279,76.31819199284013,93.0,158.57817767539785,76.60559336877427,93.25,158.8163832042299,110843200,74156000,29517200
2020-01-22,76.72877502441406,94.37300109863281,157.8826446533203,77.28183515069573,95.125,159.5882046305639,76.63458130371416,94.16699981689453,157.8635841373356,76.94130052804331,94.80449676513672,159.5024395780896,101832400,64326000,24138800
2020-01-23,77.0982894897461,94.22899627685547,158.85450744628906,77.17798563171488,94.4990005493164,158.93073496172778,76.23366779231166,93.63800048828125,157.47291825887828,76.78190767247501,94.25550079345703,158.34951287805555,104472000,49692000,19680800
2020-01-24,76.8760757446289,93.08200073242188,157.2537841796875,78.08846950735138,94.74949645996094,159.62631691331043,76.6852782289865,92.37200164794922,156.69162251851603,77.34461200102739,94.56849670410156,159.60725639663437,146537600,75324000,24918100
2020-01-27,74.61551666259766,91.41699981689453,154.62400817871094,75.29657838161462,92.05000305175781,155.67211856832188,73.63255603039792,90.76699829101562,152.64213596675623,74.88359281479813,91.0,153.54731428201197,161940000,70570000,32078100
2020-01-28,76.72634887695312,92.6624984741211,157.65396118164062,76.89782122944564,92.90550231933594,157.9397961988569,75.39802593452413,91.5009994506836,155.37671679803938,75.49704725649863,92.0250015258789,156.05321239066768,162234000,56160000,24899900
2020-01-29,78.33242797851562,92.9000015258789,160.11224365234375,79.1801420756795,93.73750305175781,160.78875384341436,77.61755062731045,92.7509994506836,157.87312009994662,78.35899827586796,93.19999694824219,159.92168211112687,216229200,41760000,34754500
2020-01-30,78.21890258789062,93.53399658203125,164.62860107421875,78.27203580279424,93.64350128173828,165.83868921063896,76.9823558087521,92.53050231933594,162.73247986352183,77.4146666313588,92.9000015258789,165.83868921063896,126743200,126548000,51597500
2020-01-31,74.75077819824219,100.43599700927734,162.19888305664062,77.93150399168975,102.78600311279297,164.26650502733744,74.4561316996704,100.1135025024414,161.57955457958337,77.50885574859744,102.57350158691406,164.0854810621785,199588400,311346000,36142700
2020-02-03,74.54548645019531,100.20999908447266,166.1531219482422,75.71199229580401,102.42500305175781,166.26745594744494,72.99014040911702,100.01249694824219,162.36087953368826,73.49248476536589,100.52999877929688,162.38946303348897,173788400,117834000,30107000
2020-02-04,77.00650787353516,102.4834976196289,171.62229919433594,77.19730542119127,102.98999786376953,172.11777072026263,75.74580830506335,100.76850128173828,167.99204959042467,76.151548831137,101.49400329589844,168.782893619087,136616400,105786000,36433300
2020-02-05,77.63444519042969,101.99349975585938,171.4127197265625,78.43385354098093,103.5510025024414,175.50985837548566,77.03066200298008,101.5999984741211,169.99302385604904,78.13437206813377,103.5510025024414,175.3478803350405,118826800,87524000,39186300
2020-02-06,78.5425033569336,102.5114974975586,174.96670532226562,78.54492084738857,102.81500244140625,175.14774382519033,77.34701747496204,101.23999786376953,171.56512386561025,77.90491236062832,102.0510025024414,172.43219535913923,105425600,63660000,27751400
2020-02-07,77.47492980957031,103.96399688720703,175.2144775390625,78.29076000098544,104.92649841308594,176.87239343667386,76.98349458931148,101.90499877929688,173.87099471887296,78.04141124169928,102.09950256347656,174.22354882690465,117684000,101906000,33529100
2020-02-10,77.84288787841797,106.69550323486328,179.79754638671875,77.84288787841797,106.77999877929688,179.93094091327686,75.97882681770385,104.24800109863281,174.60466830003907,76.05871208817942,104.25050354003906,174.91910137097884,109348800,101124000,35844300
2020-02-11,77.37323760986328,107.54000091552734,175.738525390625,78.41179042644524,109.29750061035156,181.7031870097022,77.15536130814662,106.80000305175781,174.8428702142551,78.33916745517011,107.54499816894531,181.65554299286944,94323200,114920000,53159900
2020-02-12,79.2106704711914,108.0,175.9958038330078,79.21550953939415,109.01249694824219,177.08202061421943,77.8235127844516,107.7645034790039,173.2707316220504,77.8235127844516,108.16000366210938,176.8247545363522,113730400,66686000,47062900
2020-02-13,78.64662170410156,107.49349975585938,175.04296875,78.97343988034811,108.51399993896484,177.44407017098868,78.27865296968668,107.0999984741211,174.2425870707578,78.48200469564426,107.24949645996094,174.4426861252965,94747600,60636000,35295800
2020-02-14,78.6659927368164,106.74349975585938,176.60562133789062,78.91534147799902,107.9520034790039,176.66278835038204,78.15760972810558,106.29450225830078,174.03298946445904,78.61514926442095,107.78399658203125,174.60468866720265,80113600,52124000,23149500
2020-02-18,77.2255859375,107.78350067138672,178.39688110351562,77.40715079471983,108.30349731445312,178.84470866214195,76.16282276038466,106.20549774169922,176.74850291007436,76.34438761760448,106.2509994506836,176.85331392462334,152531200,58912000,27792200
2020-02-19,78.34402465820312,108.51100158691406,178.93191528320312,78.57400976696101,109.25499725341797,179.79179157907453,77.46767279180867,108.05599975585938,178.15802370119442,77.46767279180867,108.38999938964844,179.67714529392427,93984000,51224000,29997500
2020-02-20,77.54031372070312,107.65499877929688,176.1994171142578,78.59339161895018,108.8395004272461,178.90327069854922,77.03435375226283,106.37249755859375,173.0274147687379,78.1043794809487,108.65350341796875,178.61664037983618,100566000,62626000,36862400
2020-02-21,75.78514862060547,104.79850006103516,170.62930297851562,77.57659398679,107.22750091552734,175.32044201019235,75.16783122272501,104.4000015258789,169.34903730957274,77.13357171386221,107.10749816894531,175.00515009256466,129554000,92926000,48572600
2020-02-24,72.18533325195312,100.4645004272461,163.2725067138672,73.63785189891229,101.96499633789062,166.76936419311608,70.0186640363075,99.39849853515625,155.95395089540565,71.96261786330551,100.15899658203125,160.29158667444042,222195200,130940000,68311100
2020-02-25,69.74027252197266,98.63700103759766,160.5782470703125,73.23842524425972,101.7300033569336,167.04646222546262,69.26820830101296,97.9209976196289,160.17695584027481,72.85593184219474,101.32099914550781,166.43499095969676,230673600,124382000,68073300
2020-02-26,70.84660339355469,98.97949981689453,162.58460998535156,72.11271828103145,100.7334976196289,165.53686863762786,69.35777309270347,98.02249908447266,160.71198584638833,69.36503539122887,98.51399993896484,162.14512281296396,198054800,104492000,56206100
2020-02-27,66.21549224853516,94.21499633789062,151.12905883789062,69.23673421957639,98.75,159.58457252523377,66.07992440892687,94.13800048828125,150.93797683031812,68.0505119290574,96.71900177001953,156.03995536210235,320605600,162880000,93174900
2020-02-28,66.1767578125,94.1875,154.78834533691406,67.3992989911438,94.48799896240234,156.41257893669868,62.0637108077199,90.55650329589844,145.2245496509673,62.27917132496963,90.73149871826172,145.61627726402705,426510000,189620000,97012700
2020-03-02,72.33786010742188,97.69750213623047,165.08786010742188,72.9745487284491,97.72550201416016,165.21207000811614,67.2322571583197,93.5,155.0750113556464,68.33617091013136,95.32450103759766,157.94128602180794,341397200,135234000,71030800
2020-03-03,70.04045867919922,95.44950103759766,157.1769256591797,73.59428625555064,99.81649780273438,167.19933687198244,69.18830958377835,94.40450286865234,155.02721989939704,73.51440097180128,98.76850128173828,166.05283004915677,319475600,150690000,71677000
2020-03-04,73.28926086425781,98.79149627685547,162.9476776123047,73.44903883256075,98.9000015258789,163.09098547891745,70.962813265488,96.0999984741211,158.23742648844703,71.76411894811032,97.32849884033203,160.97950515816524,219178400,95458000,49814400
2020-03-05,70.9119644165039,96.20149993896484,158.85842895507812,72.51699133415363,98.03600311279297,163.2533727213846,70.54641152199336,95.5,158.3042810191616,71.54138326049582,96.6500015258789,158.64823440770908,187572800,94964000,47817300
2020-03-06,69.97025299072266,95.05449676513672,154.36798095703125,70.403589845972,95.54350280761719,155.8393286298123,68.08198145661343,93.4749984741211,149.046258201705,68.26838538116881,93.75,155.36161626378117,226176800,105472000,72821100
2020-03-09,64.43617248535156,90.03050231933594,143.90602111816406,67.32183967576859,93.13849639892578,150.71820188101913,63.66875496382136,88.06449890136719,143.3136626443922,63.8503198544026,88.69300079345703,144.26908706202147,286744800,156264000,70419300
2020-03-10,69.07695770263672,94.59100341796875,153.7469482421875,69.34325431741347,94.7135009765625,153.8520455473004,65.21083618798149,90.90850067138672,145.77870936639837,67.09185293080515,93.54399871826172,151.10998119384263,285290000,142666000,65354400
2020-03-11,66.6778564453125,91.04299926757812,146.78189086914062,68.07953879233956,93.56600189208984,150.67046154022705,65.81360621039644,90.07499694824219,144.41242728533643,67.15235111618254,92.89250183105469,150.12587708090874,255598800,112496000,56371600
2020-03-12,60.09312438964844,83.83049774169922,132.86134338378906,65.36334796143669,88.25,146.62901545574113,60.037445534949256,83.75,132.40274365490265,61.959612728994784,86.0989990234375,138.8231981738028,418474000,226924000,93226400
2020-03-13,67.29278564453125,89.25,151.75009155273438,67.76485728131117,89.31549835205078,154.6928010815191,61.23578029525555,84.03099822998047,134.4569003945856,64.12629743078345,87.75,140.92512904354783,370732000,176194000,92727400
2020-03-16,58.63575744628906,84.4574966430664,129.38363647460938,62.71975075656297,87.97250366210938,142.6927127341317,58.10074479595678,81.30149841308594,128.98235977142238,58.572812608634756,82.07550048828125,133.759484207401,322423600,178346000,87905900
2020-03-17,61.2139892578125,90.39199829101562,140.03660583496094,62.36389637725176,92.88899993896484,140.92514381176338,57.71341703004226,84.46199798583984,128.98233501415632,59.918825074630774,88.77349853515625,133.75945853319914,324056000,218342000,81059800
2020-03-18,59.71547317504883,91.5,134.14158630371094,60.521621618277884,92.08300018310547,139.49196902943882,57.403546490441286,87.25,129.0014127008823,58.04507789596301,87.5,131.84857346618188,300233600,192904000,81593200
2020-03-19,59.2579231262207,94.04650115966797,136.3486785888672,61.209139394324836,97.25,143.4570268009298,58.73259595357314,91.63249969482422,132.8040461931456,59.88976893183757,93.0,136.40600174385253,271857200,207998000,85922700
2020-03-20,55.49590301513672,92.30449676513672,131.22755432128906,60.96463541715743,97.8499984741211,140.54294272883146,55.195714466288855,91.0364990234375,129.8039666394229,59.83893112943769,96.31549835205078,139.4919700001222,401693200,196358000,84866200
2020-03-23,54.31694793701172,95.1415023803711,129.9186248779297,55.31676638458161,95.97000122070312,134.3040345966447,51.47001196844014,90.5999984741211,126.61286413328438,55.2150904957698,91.38749694824219,130.90271098792135,336752800,156170000,78975200
2020-03-24,59.76630401611328,97.00499725341797,141.7277069091797,59.962393449772364,97.75,142.93155144992267,56.720856028881734,95.01699829101562,134.97286136491363,57.21955352533474,97.57499694824219,137.34231071293746,287531200,142942000,82516700
